,visit_id,completed_process,group
8925,381250804_54229000238_378770,0,Test
8926,381264075_50456476837_114649,1,Test
8927,381284950_20675274217_594896,1,Test
8928,381333724_14867113680_167452,1,Test
8929,381355414_38314996211_168041,1,Test
8930,381369867_30133289545_535484,1,Test
8931,381486991_98837931633_682219,0,Test
8932,381498732_76418023804_419330,1,Test
8933,381507268_31248645434_346826,0,Test
8934,381548815_13488666303_26574,0,Test
8935,381566741_87479742997_73682,0,Test
8936,381584067_83541075323_717608,1,Test
8937,381659156_41073981092_17768,1,Test
8938,381661590_36846275988_392643,0,Test
8939,381683351_83778120930_610985,1,Test
8940,381741746_48455667089_55779,1,Test
8941,381765997_61332335650_897126,0,Test
8942,381790240_85424755854_774538,0,Test
8943,381793470_73906317204_622683,0,Test
8944,38182000_83489544537_802185,1,Test
8945,38182336_84891133529_347441,0,Test
8946,381855753_43073059182_670732,0,Test
8947,381895993_5863581853_405627,1,Test
8948,381898571_7778096893_99238,1,Test
8949,381898847_56179818456_957688,0,Test
8950,381988652_90508316152_678377,0,Test
8951,382033066_54946533483_556056,0,Test
8952,382066150_25537631346_434522,0,Test
8953,382081395_359908641_817459,0,Test
8954,382083734_30517513452_405410,0,Test
8955,382089536_89789026754_909009,0,Test
8956,382103345_82440196763_824571,0,Test
8957,382108895_3370445070_458857,1,Test
8958,382212728_98600080400_175674,0,Test
8959,382303320_48037085850_441296,1,Test
8960,382374393_73881391995_86083,1,Test
8961,382410054_42210194364_486258,1,Test
8962,382455441_6363134451_706297,1,Test
8963,382469695_94657812814_22266,1,Test
8964,382487857_15898792305_179121,1,Test
8965,382586976_67657943878_53371,0,Test
8966,382605213_17449689954_617495,0,Test
8967,382671228_43134415039_363998,1,Test
8968,382674297_39920028869_471302,1,Test
8969,382680241_31703897832_470235,1,Test
8970,382702620_49622982496_106919,0,Test
8971,382724659_24385036568_14430,0,Test
8972,382765468_94467853953_836362,1,Test
8973,38288921_84572440167_336747,1,Test
8974,382897968_93537936465_632617,0,Test
8975,382903474_89326770122_874638,1,Test
8976,382987546_51307098132_948431,1,Test
8977,382987580_75741509775_797977,1,Test
8978,382987778_86806747765_436605,1,Test
8979,383079020_32725428142_775986,1,Test
8980,383097666_241368490_862359,0,Test
8981,383154538_60969930624_367438,1,Test
8982,383179421_85199401748_360119,0,Test
8983,383213557_19889851704_833406,0,Test
8984,383222313_16222969261_731932,1,Test
8985,383262909_43589254109_604687,1,Test
8986,383266852_94421393150_500997,1,Test
8987,383300545_18265650203_470284,0,Test
8988,383332279_99897182688_583333,0,Test
8989,383349732_50398800949_255290,1,Test
8990,383454047_43635141316_537951,1,Test
8991,383466176_45570536205_619696,0,Test
8992,383555599_73426734354_539750,0,Test
8993,383563053_39743471575_537770,0,Test
8994,383672130_3255915584_196170,1,Test
8995,383720899_24709109243_246710,1,Test
8996,383723927_78043022819_44680,0,Test
8997,383743443_74537292916_640411,0,Test
8998,383841558_57358948940_656209,0,Test
8999,383850066_58521197251_845754,1,Test
9000,38385754_84074799454_142241,1,Test
9001,383954466_79228614701_862875,0,Test
9002,383959059_69267667751_937923,1,Test
9003,383979761_64860010186_829521,1,Test
9004,383982080_61623757410_811232,1,Test
9005,383997010_79876199819_54151,1,Test
9006,384003066_32546381483_77740,1,Test
9007,384032939_16387684474_490099,0,Test
9008,384187497_67919378939_700857,0,Test
9009,384248586_13939633653_340078,0,Test
9010,384262873_99516932565_40419,1,Test
9011,384272114_40123148071_609587,1,Test
9012,384275875_59499912669_84372,1,Test
9013,384310871_92083610510_117572,1,Test
9014,384349705_19105229700_828521,0,Test
9015,384376787_11051048686_35534,1,Test
9016,384430324_1202221320_640864,1,Test
9017,384442110_7917222384_446773,1,Test
9018,384468229_74172036103_856524,1,Test
9019,384471455_78473330478_116218,1,Test
9020,384576806_85579031542_636870,1,Test
9021,384601468_33599058123_565295,0,Test
9022,384621226_79944408358_99284,1,Test
9023,384654342_9805179374_451462,0,Test
9024,384695268_24774519836_656097,1,Test
9025,384735030_4424565987_980449,1,Test
9026,38473942_85131860209_215118,0,Test
9027,384756218_90583107146_474904,0,Test
9028,384871780_31478211050_717395,0,Test
9029,384880496_94645050684_78532,1,Test
9030,38488219_91217741794_309144,0,Test
9031,384888253_8320630246_72093,1,Test
9032,384892466_32302782658_225322,1,Test
9033,384948948_17903216000_141259,1,Test
9034,384980267_34856416582_917725,1,Test
9035,385046178_23094203293_799972,0,Test
9036,385081557_28230323425_314366,1,Test
9037,385089975_18321612072_141119,0,Test
9038,385103182_46172330617_64346,0,Test
9039,385168450_451051977_830365,1,Test
9040,385213761_7682320267_985392,1,Test
9041,385226418_87851872758_35346,1,Test
9042,385236277_14894120230_58661,1,Test
9043,38525247_38268320732_759213,1,Test
9044,385272840_17558487684_532640,0,Test
9045,385313186_58589421763_424114,1,Test
9046,385350231_689520914_945508,0,Test
9047,385363197_81993998284_561926,1,Test
9048,385417902_73441530111_373074,1,Test
9049,385452317_12932178859_478044,0,Test
9050,38552446_6811310616_162281,0,Test
9051,385625087_57177649892_185713,1,Test
9052,385626933_13189102307_286440,0,Test
9053,385636529_47077046825_423137,1,Test
9054,385667944_77164182164_476235,1,Test
9055,385678426_37820692128_216003,1,Test
9056,385700773_77142597053_781318,0,Test
9057,385706148_27883929508_855706,0,Test
9058,385737720_35852227428_188554,1,Test
9059,38576960_41125240883_79096,1,Test
9060,385799833_46344591904_849963,0,Test
9061,385871399_92941374260_733928,1,Test
9062,38587307_71291099884_631084,1,Test
9063,385905499_14918992004_508308,0,Test
9064,385911454_72658762056_465736,0,Test
9065,385962131_66123975860_745627,1,Test
9066,385963871_60103191278_170862,1,Test
9067,385970888_91477799202_965788,0,Test
9068,385993688_23817445625_969566,1,Test
9069,386043286_74207949706_474726,1,Test
9070,386044021_76991973898_456047,1,Test
9071,386045062_92336702002_87993,0,Test
9072,386053154_73203397789_156257,1,Test
9073,386061700_8586232051_868315,1,Test
9074,386148742_34268380566_695172,0,Test
9075,386179964_54854316389_104965,1,Test
9076,386233136_71038613581_655538,1,Test
9077,386264381_70158306758_643893,0,Test
9078,386332175_44471301067_412860,0,Test
9079,386348600_58342240077_146360,1,Test
9080,386358610_33814100193_311855,1,Test
9081,386389070_11341252314_143006,1,Test
9082,386396118_66041713297_141977,1,Test
9083,386399281_86764457795_219917,0,Test
9084,386403600_59415565736_637759,1,Test
9085,386417000_89348259070_358878,0,Test
9086,386510025_53180032937_668887,1,Test
9087,386533323_87140120798_351819,1,Test
9088,386560075_76231089015_300154,0,Test
9089,386570987_17887499989_703508,0,Test
9090,386582987_70952122450_933689,0,Test
9091,386593845_15681556142_629451,1,Test
9092,386596597_7305221773_446247,0,Test
9093,386597574_37394359716_183488,0,Test
9094,386632824_88480900946_655702,0,Test
9095,38664820_33209237195_457764,1,Test
9096,386669416_99320293304_44525,0,Test
9097,386723142_31335541600_173469,0,Test
9098,386740082_83605934178_723728,1,Test
9099,386804127_93956650882_86358,1,Test
9100,386832367_59389550870_971297,1,Test
9101,386907470_69982049212_193766,1,Test
9102,386918705_47247618723_464413,0,Test
9103,386926160_28386254888_739322,0,Test
9104,3869312_8826056349_788887,1,Test
9105,386931371_8764013843_277872,0,Test
9106,386978434_76029761778_840517,0,Test
9107,387076781_58843508371_31207,0,Test
9108,387101392_91169977169_450263,0,Test
9109,387110022_80710613090_61517,1,Test
9110,387175285_37538751739_745142,1,Test
9111,387254132_94034008259_345383,0,Test
9112,387259498_68804418240_604701,0,Test
9113,387377861_32691855951_611373,0,Test
9114,387403094_76051286092_672477,0,Test
9115,387429105_35055505298_532737,0,Test
9116,387437896_98651120606_491808,1,Test
9117,387490908_57108971425_581231,1,Test
9118,387493838_95049577369_295958,0,Test
9119,38752220_33125490968_225369,0,Test
9120,387528177_43213808644_47545,1,Test
9121,387554504_68164801041_694252,0,Test
9122,387585206_17023625409_457185,1,Test
9123,387604467_79057780914_737023,1,Test
9124,387675597_21740442548_812095,0,Test
9125,38769185_19537933108_588884,0,Test
9126,387714213_91514579727_720705,0,Test
9127,387756482_48832441237_181476,0,Test
9128,387770356_86574483474_840047,1,Test
9129,387780154_87291854733_910737,1,Test
9130,387800839_53231357755_905430,0,Test
9131,387918023_93144812443_498708,1,Test
9132,387920535_49042945203_119794,0,Test
9133,387934313_6350978326_426626,1,Test
9134,388021939_31317868976_874564,0,Test
9135,388029715_17946103514_657108,1,Test
9136,388042545_16587668440_971807,0,Test
9137,388087936_18530975193_341696,0,Test
9138,388113005_53567076501_104817,1,Test
9139,388126297_76709514384_142104,0,Test
9140,388139089_86293591485_334690,0,Test
9141,388174114_53809069545_504396,1,Test
9142,388230571_56395579724_951869,1,Test
9143,388237394_15990117859_530529,0,Test
9144,38826410_41725658501_9400,0,Test
9145,388333917_56617466215_398175,0,Test
9146,388351485_81237688939_546084,1,Test
9147,388373073_31195359534_849669,0,Test
9148,388403304_30258268904_942935,0,Test
9149,388495500_4969597101_760077,0,Test
9150,388506845_67778367171_879917,1,Test
9151,388515769_41729990496_658021,1,Test
9152,388547270_7506656650_645972,1,Test
9153,388582711_99098185704_136993,1,Test
9154,388595522_55783528372_750459,0,Test
9155,388614495_78791363032_63720,1,Test
9156,388626196_42653760175_888715,1,Test
9157,388656003_11403791413_939534,0,Test
9158,388659293_66907729945_483522,0,Test
9159,388662143_79735925997_860323,1,Test
9160,388692446_87035497268_119860,0,Test
9161,388693324_36186106189_249788,0,Test
9162,388714010_64505904240_749530,1,Test
9163,388766458_53433954715_344460,1,Test
9164,388917605_26882538038_21146,0,Test
9165,388919815_67095583121_911794,0,Test
9166,388929981_22524162016_35548,0,Test
9167,389162543_85881181632_557825,1,Test
9168,38918524_209604946_431973,1,Test
9169,389297122_6550281153_851633,1,Test
9170,38935991_14105593885_745374,0,Test
9171,389565134_26976192531_551516,0,Test
9172,389575331_39667448076_368724,0,Test
9173,389642374_1828853718_449431,1,Test
9174,389700503_87973761172_745788,0,Test
9175,389719704_37244235005_666930,1,Test
9176,389722431_99058676_138873,1,Test
9177,389766047_10400635686_284683,1,Test
9178,389786569_8101969298_403976,1,Test
9179,38979005_87798253919_680274,0,Test
9180,389793838_20363692412_862710,1,Test
9181,389796978_71119384104_83914,0,Test
9182,389849593_83127045110_394109,0,Test
9183,389934351_40609274990_102446,1,Test
9184,389960051_92778053101_774363,0,Test
9185,389969323_33817735635_317505,1,Test
9186,389990741_99566750127_166389,0,Test
9187,390022693_22173667997_677023,0,Test
9188,390066923_35961132784_339460,1,Test
9189,390093661_89611711824_138702,1,Test
9190,39010626_97255343877_649586,0,Test
9191,390187924_45599261463_978693,1,Test
9192,390196448_97963334709_238822,1,Test
9193,390219929_55579420272_882303,1,Test
9194,390226641_41232029928_635071,0,Test
9195,39026854_26843363365_863432,0,Test
9196,390331981_41749503570_484405,1,Test
9197,390333760_33792517413_918140,1,Test
9198,390443893_82608504306_269,1,Test
9199,390464345_72117288691_992581,1,Test
9200,390503977_55726415491_958409,1,Test
9201,390603803_41789657923_867430,0,Test
9202,390635303_45457623511_432452,0,Test
9203,39065018_23918638433_705295,0,Test
9204,390667676_69644558638_174779,1,Test
9205,390692335_3615643360_110424,0,Test
9206,390730503_24432057747_89851,1,Test
9207,390754799_50031719421_391593,0,Test
9208,390778384_13800408864_962005,1,Test
9209,390786939_57855857850_171045,0,Test
9210,390801956_96025351937_971505,0,Test
9211,390810005_55101454094_749617,0,Test
9212,39082028_36150584101_634750,0,Test
9213,390838416_52084673904_540016,0,Test
9214,390848216_13197060097_374529,1,Test
9215,390860647_18770279119_733491,0,Test
9216,390966237_113811380_407906,0,Test
9217,391010494_770580741_44592,0,Test
9218,391012980_8360782725_784330,1,Test
9219,391041750_43321045396_280715,1,Test
9220,391051435_1021895869_591426,1,Test
9221,391066785_26360265025_828888,0,Test
9222,39108097_19081195189_140508,0,Test
9223,391098308_10224725973_845777,0,Test
9224,391156057_53134619510_732728,0,Test
9225,391182196_76046405051_249923,1,Test
9226,391197989_88896514679_921157,0,Test
9227,391236193_12728319047_351930,0,Test
9228,391289861_62430321680_128761,1,Test
9229,391292794_14794348718_759550,0,Test
9230,391302179_90649603596_661935,0,Test
9231,39133814_94760077522_662208,0,Test
9232,391338503_15921512627_121376,1,Test
9233,391342192_40020048129_968501,0,Test
9234,391349536_6511293219_764479,0,Test
9235,391357863_60462927544_693308,1,Test
9236,391359310_52526237406_333998,1,Test
9237,391448932_1899119107_362869,0,Test
9238,39150109_61878375385_657244,0,Test
9239,391520627_50179449595_775970,1,Test
9240,391555544_44345443555_969710,0,Test
9241,391560201_10266067507_373391,1,Test
9242,391616912_2274361725_480586,1,Test
9243,391688804_58261513724_134877,0,Test
9244,391696103_92230204739_479887,1,Test
9245,391716964_44948851440_484107,1,Test
9246,391737406_70411296657_279157,0,Test
9247,391761661_87158186601_410139,1,Test
9248,391767404_13960463805_68959,1,Test
9249,391789247_86873955410_391553,0,Test
9250,391831768_31954118684_354154,0,Test
9251,391844403_88164590751_19322,1,Test
9252,391900845_96627682330_742836,1,Test
9253,391921069_51574673059_549205,0,Test
9254,391939331_33951789601_90318,0,Test
9255,391948439_80363430008_303337,1,Test
9256,391963534_83582746292_126778,1,Test
9257,39196466_217524385_679380,0,Test
9258,392001941_49126754981_122843,1,Test
9259,392072389_36313818022_229235,0,Test
9260,39213250_2993963561_887112,1,Test
9261,392138328_47507314078_615445,1,Test
9262,392139074_27709388827_72930,0,Test
9263,392205339_65230833961_347465,1,Test
9264,392266526_45733649428_954822,0,Test
9265,392280506_48495131871_72120,0,Test
9266,392303279_90809075454_693403,0,Test
9267,392361597_25105842626_183706,0,Test
9268,392363664_48055571534_12478,1,Test
9269,392401388_13634883828_958860,1,Test
9270,392422659_46836760408_407873,0,Test
9271,392429671_74468946555_400149,1,Test
9272,392432602_65806783143_775906,1,Test
9273,392450735_72888789018_898578,0,Test
9274,392452192_28916649932_870337,1,Test
9275,392538261_88259215878_729805,0,Test
9276,392541695_22835451788_537790,1,Test
9277,392544614_57635901681_23207,1,Test
9278,392554292_31425675042_393603,1,Test
9279,392556701_40225936048_758040,0,Test
9280,392581876_21350546844_460681,0,Test
9281,392640210_27426717991_259607,0,Test
9282,392663656_8512670607_15310,1,Test
9283,392680841_99576257037_536588,0,Test
9284,392729947_4787528521_9202,0,Test
9285,392734480_49110524164_502277,1,Test
9286,392748152_69455728099_215905,0,Test
9287,39275184_66450167539_501158,1,Test
9288,392769221_64175009743_64196,0,Test
9289,392772265_88511904197_32797,0,Test
9290,392775511_51839400369_62033,0,Test
9291,392867377_70591124031_729546,0,Test
9292,392897669_3308778031_676535,1,Test
9293,39290687_44829955439_256918,1,Test
9294,392929075_52676006890_922968,0,Test
9295,392969427_18448919891_772484,0,Test
9296,393009347_43864422398_461367,1,Test
9297,393030929_8798160909_754437,1,Test
9298,393110033_49325697884_906274,1,Test
9299,393146924_25204024422_383989,0,Test
9300,393160278_36504769673_804939,0,Test
9301,393166475_25167534965_59323,1,Test
9302,393169118_35193218525_206380,1,Test
9303,393173285_71866252977_837551,1,Test
9304,393255758_54776180265_98488,0,Test
9305,393262279_29328638418_204860,1,Test
9306,393265620_95524430661_291322,1,Test
9307,393266747_39547126829_690821,1,Test
9308,393295070_92287101598_297638,1,Test
9309,393322219_78138627757_271243,1,Test
9310,393329754_84713478393_718070,0,Test
9311,393360389_45352881038_585132,0,Test
9312,393368481_90243527814_390885,1,Test
9313,393467548_6023726014_756925,1,Test
9314,393497796_5632131566_137480,0,Test
9315,393500162_51374092378_536405,0,Test
9316,393517213_70464887634_877129,1,Test
9317,393525976_74841658587_854157,0,Test
9318,393542665_76312837077_382505,1,Test
9319,393580646_54035717654_538931,0,Test
9320,39361539_89271885941_787994,0,Test
9321,393659876_99714270373_609191,0,Test
9322,393673371_87979015009_891596,1,Test
9323,393702359_4007729419_317969,1,Test
9324,393751686_79775446077_627430,1,Test
9325,393763520_10826184995_734236,1,Test
9326,39379099_41496919316_527936,1,Test
9327,393820669_44458859507_898895,1,Test
9328,393892571_8439641980_156113,0,Test
9329,393934948_84157407928_167061,1,Test
9330,393988612_36950634619_438568,1,Test
9331,394000779_72677444704_746350,1,Test
9332,394039908_76040759313_347433,1,Test
9333,394150981_96555528086_839425,0,Test
9334,394217585_30222999355_982445,0,Test
9335,394227191_59547659896_330614,0,Test
9336,394230831_796220575_847416,1,Test
9337,394239856_85211737742_882876,0,Test
9338,394302254_7094916892_129306,0,Test
9339,394344142_53542174948_12499,0,Test
9340,394413454_53657217070_84256,1,Test
9341,394425326_35312560762_471607,1,Test
9342,394453117_26923288007_947886,0,Test
9343,394482701_87682047870_628576,0,Test
9344,394568666_79836854170_540708,0,Test
9345,394672382_11359999191_220109,1,Test
9346,394686982_63494829765_31233,1,Test
9347,394781693_31469424181_304261,1,Test
9348,394792154_97057065546_745302,1,Test
9349,394812699_50981327725_525915,1,Test
9350,394852240_80105847797_840801,0,Test
9351,394852765_49493135452_624730,0,Test
9352,394874731_82214023269_745422,1,Test
9353,394893172_29699819558_123637,1,Test
9354,394893607_12056280046_559972,0,Test
9355,394894944_7972353172_2150,0,Test
9356,39489502_44540624933_951804,0,Test
9357,394913953_36421933659_593449,0,Test
9358,394942858_55566422203_682844,1,Test
9359,394957463_71959624281_84290,0,Test
9360,394982733_11414795005_243676,0,Test
9361,395044672_19178499512_442859,1,Test
9362,395058234_50097641714_824334,0,Test
9363,395089871_34522570344_166483,1,Test
9364,395179055_97576844151_494509,0,Test
9365,395226767_98022614897_209055,1,Test
9366,395236561_91466682071_135535,1,Test
9367,395268968_76902437128_622826,0,Test
9368,395315802_85012920208_671188,1,Test
9369,395369979_1658340828_790309,0,Test
9370,395376471_85505521939_56858,0,Test
9371,395383218_2339360262_732899,0,Test
9372,395390218_81905129223_239075,0,Test
9373,395391459_14108260717_115119,1,Test
9374,395393842_14149214706_416427,1,Test
9375,395417077_34557754826_896630,1,Test
9376,39542804_99172559450_29748,1,Test
9377,395461993_52918807281_137548,0,Test
9378,395535590_37189207353_91397,0,Test
9379,39557044_15150559764_257680,0,Test
9380,395597076_31167224284_499622,0,Test
9381,395620398_1896585607_732135,1,Test
9382,39562776_38594399648_681780,1,Test
9383,395648535_34662997466_29073,0,Test
9384,395657068_52597675247_807624,1,Test
9385,395657508_92259518864_932059,0,Test
9386,39572113_70092783724_139286,1,Test
9387,395762824_8143558073_308530,1,Test
9388,395770243_90322928816_454549,1,Test
9389,395780976_20953121648_989176,0,Test
9390,395815492_40273560379_826773,1,Test
9391,395839284_70724892390_231407,0,Test
9392,39584858_52878885314_168872,1,Test
9393,395912738_89483538433_475234,1,Test
9394,395993141_82987087350_720105,1,Test
9395,396004506_72104741328_262139,1,Test
9396,396006471_64534056853_221149,1,Test
9397,396006634_36171585296_52372,1,Test
9398,396073555_33861174044_903603,0,Test
9399,396140895_77100607174_206337,1,Test
9400,396159612_92389852893_877055,1,Test
9401,396200052_68698463329_31529,1,Test
9402,396255722_23367625469_639132,0,Test
9403,396268919_41598708385_33416,0,Test
9404,396283891_77328989646_171272,0,Test
9405,396374310_26105487999_818307,0,Test
9406,396409102_95191982292_852111,1,Test
9407,396418870_86400236473_646794,1,Test
9408,396419608_25270966206_324406,1,Test
9409,396423182_91597871805_140723,0,Test
9410,396435998_49392906604_947067,1,Test
9411,396436503_65896484390_943852,0,Test
9412,396439386_62655606770_497798,1,Test
9413,396520766_98823199796_243470,0,Test
9414,396535472_11913979280_717775,0,Test
9415,396579509_38338646461_352622,0,Test
9416,396598012_79382552598_375514,0,Test
9417,396669973_29041336308_791825,1,Test
9418,396679568_75008936460_692104,1,Test
9419,396711134_73837414356_168327,0,Test
9420,396755588_57807124815_942480,0,Test
9421,39675946_97360182309_724218,1,Test
9422,396773885_73700987336_847624,0,Test
9423,396814176_70224082763_784842,0,Test
9424,396816424_21783539153_724272,0,Test
9425,396917306_39130463507_237391,1,Test
9426,396921193_23604569264_831356,0,Test
9427,396923297_93357214843_299289,1,Test
9428,396924899_928849281_363414,0,Test
9429,39694343_3445727719_680576,1,Test
9430,39696025_87762341265_341106,1,Test
9431,397009674_57351069552_48930,0,Test
9432,397040019_41992423124_700726,0,Test
9433,397051779_81537292673_358493,1,Test
9434,397063040_87850115099_323688,0,Test
9435,397085842_12222861165_320419,1,Test
9436,397112372_72128124197_830942,1,Test
9437,397130874_80203868263_515343,0,Test
9438,39714468_35273085085_263507,1,Test
9439,397202218_8853947963_180645,0,Test
9440,397326020_35581870584_484336,1,Test
9441,397363350_1243547532_932241,0,Test
9442,397382945_1613321706_665521,0,Test
9443,397385658_47015934124_978442,0,Test
9444,397392433_24872225102_344653,0,Test
9445,397413929_58951283157_557405,0,Test
9446,397448345_861751698_178710,0,Test
9447,397457914_95634182213_128932,1,Test
9448,397475568_39900733795_900831,0,Test
9449,397542344_4973262937_175874,0,Test
9450,397580579_90586545928_129303,0,Test
9451,397581153_29134137858_832927,1,Test
9452,397657881_38785087485_798437,0,Test
9453,397692931_97154695644_828229,1,Test
9454,397740322_28229828211_512229,1,Test
9455,397807000_65217849470_393539,1,Test
9456,397823536_17002772859_877063,0,Test
9457,397842271_83645019577_679457,1,Test
9458,39785029_72230396914_758066,1,Test
9459,397856116_33768023819_115732,1,Test
9460,397866902_30142967924_691225,0,Test
9461,398009092_85505525421_506052,1,Test
9462,398074823_92564359058_571514,1,Test
9463,398100700_67321977887_393492,0,Test
9464,398244974_79883686586_905874,0,Test
9465,398265450_4998567900_608449,0,Test
9466,398294511_68730367199_823651,0,Test
9467,398360866_28647352396_595601,1,Test
9468,39837098_89258898270_862088,1,Test
9469,398381707_99562917093_433195,1,Test
9470,398427240_99720691631_931783,0,Test
9471,398496980_70437518868_741826,1,Test
9472,398540959_35972688120_82411,1,Test
9473,398602220_80440610383_365662,1,Test
9474,398609351_1619131996_967908,0,Test
9475,398614818_95608386898_952754,0,Test
9476,398656251_21472459915_569978,0,Test
9477,398689513_12214454642_557259,1,Test
9478,398691105_52083138727_342718,1,Test
9479,398796274_53306466654_593929,0,Test
9480,398875165_55256848331_688772,0,Test
9481,398935718_20019707996_801804,1,Test
9482,399017464_12751312239_258527,0,Test
9483,399035073_27440334458_701573,1,Test
9484,399057888_78038363172_183978,1,Test
9485,399067441_52068245660_440953,1,Test
9486,39908639_92880592689_212073,0,Test
9487,39910082_69394252729_696249,1,Test
9488,399109398_12755883688_303193,0,Test
9489,39915441_72632802172_61506,1,Test
9490,399216781_51999261899_867818,1,Test
9491,399235930_2894152260_927880,1,Test
9492,399279626_15825336077_598854,0,Test
9493,399287054_37094860613_954555,1,Test
9494,399298274_36859153696_75999,1,Test
9495,399318073_42510419175_393130,1,Test
9496,399318464_64693809523_22805,0,Test
9497,399339365_53916559663_711379,1,Test
9498,399340823_67993431712_184486,1,Test
9499,399365683_87345712137_804047,0,Test
9500,399371316_39189899496_559976,0,Test
9501,399391832_46030649224_609899,1,Test
9502,399449354_20065386195_229720,0,Test
9503,399543462_7283544740_362591,0,Test
9504,399621781_88285298798_539538,0,Test
9505,399689700_66490843272_305483,1,Test
9506,399731895_91669844124_363646,0,Test
9507,399733700_83009966376_705562,1,Test
9508,399733879_63294189105_303688,0,Test
9509,399773461_70452777362_986844,1,Test
9510,399884555_33425174310_745764,1,Test
9511,399907059_55348082303_18421,0,Test
9512,399947696_47492683315_116785,1,Test
9513,399950851_65848496249_172111,0,Test
9514,399953867_51900894013_257006,1,Test
9515,399980846_39964447778_825903,0,Test
9516,399987602_63565357572_245957,0,Test
9517,399988413_25729958482_568696,1,Test
9518,400105221_68387063134_379303,1,Test
9519,400156937_88414761240_709199,1,Test
9520,400189604_1646958685_318687,1,Test
9521,400191448_75432034748_443730,0,Test
9522,400251508_73670051998_512631,0,Test
9523,400293654_91576750985_239676,1,Test
9524,400307433_53607956155_103777,1,Test
9525,400364490_7666683185_180781,1,Test
9526,400371945_18205062896_700676,0,Test
9527,400415514_42231934894_74516,1,Test
9528,400439260_70911367360_464136,0,Test
9529,400463216_80990621449_706042,1,Test
9530,400481293_9052248580_80380,0,Test
9531,4005076_83860528845_71885,0,Test
9532,400509677_67615340619_177333,0,Test
9533,400572243_88049212325_983132,0,Test
9534,400575459_98063113288_337463,0,Test
9535,400619625_36473198655_628077,1,Test
9536,400656113_33387644724_636986,0,Test
9537,400662688_97301587003_155199,1,Test
9538,400670749_98293809327_707999,1,Test
9539,400713142_920082994_870311,0,Test
9540,400746561_44820351664_584634,1,Test
9541,400871003_42002889334_242301,1,Test
9542,400881554_49729621942_7227,0,Test
9543,400891377_59532820744_484923,1,Test
9544,400896112_93814850698_688450,1,Test
9545,400925115_52319189348_886387,1,Test
9546,400980922_28641894886_40327,1,Test
9547,400993337_32442853605_490881,0,Test
9548,40102893_39400946953_868930,1,Test
9549,401079321_68862029736_633190,1,Test
9550,401088808_16213872145_991277,1,Test
9551,401225403_54976372347_694372,0,Test
9552,401241515_23046784612_307110,1,Test
9553,401299782_51483787664_829899,1,Test
9554,401346204_17242579017_216243,0,Test
9555,401364794_10918047704_815739,0,Test
9556,401411051_59520391628_393710,0,Test
9557,401480856_55975749350_596395,1,Test
9558,401483891_66820877854_192970,1,Test
9559,401522017_25355489178_514756,1,Test
9560,401553011_15655526848_737269,0,Test
9561,401559879_53896319508_843862,1,Test
9562,401605040_63835261077_659897,1,Test
9563,401625522_54739132222_455640,0,Test
9564,401642017_67444030564_763422,1,Test
9565,401642856_8234013564_619733,0,Test
9566,401643762_7232946363_740360,1,Test
9567,401731602_64491685490_148254,1,Test
9568,401796292_48225726714_664721,1,Test
9569,401814761_30310030821_904138,1,Test
9570,401873844_13629978775_492744,0,Test
9571,4019325_83477197150_363000,1,Test
9572,401940706_40159927022_330755,1,Test
9573,401945679_7131974968_78570,1,Test
9574,401997609_30872528538_797247,1,Test
9575,402065718_71165963508_984007,1,Test
9576,402082013_34049586331_220579,1,Test
9577,402146807_64617901299_283007,0,Test
9578,402167170_52788617843_669913,0,Test
9579,402186373_60129242148_182347,1,Test
9580,402203822_54194913691_872242,1,Test
9581,402234626_19272441400_686123,1,Test
9582,402271972_25164108617_495117,1,Test
9583,402278444_63535718680_53798,1,Test
9584,402320297_72512423794_632124,0,Test
9585,402335438_33091153459_919760,0,Test
9586,402343498_59280976703_833747,1,Test
9587,402352611_11015980557_926752,0,Test
9588,402389411_85351447234_520434,1,Test
9589,402409453_12342906823_969879,0,Test
9590,402476279_14475678889_255738,0,Test
9591,402505993_6271257954_379705,1,Test
9592,402536777_50545903814_31572,1,Test
9593,402565716_81100166484_494751,1,Test
9594,402588624_65341010944_948984,1,Test
9595,402621716_81624853014_248176,1,Test
9596,402624545_45422244987_567253,0,Test
9597,402696018_8531954327_376150,0,Test
9598,402731800_99470821000_773110,0,Test
9599,402745377_71286322687_85883,0,Test
9600,402849338_34977363446_547482,1,Test
9601,40285755_33934498911_676899,1,Test
9602,402880647_85306406762_208299,0,Test
9603,402885241_64088730345_811378,1,Test
9604,402917666_34310497766_816292,1,Test
9605,402950069_45491972159_586901,1,Test
9606,402957833_9429713295_96140,0,Test
9607,403047118_88813597461_481643,0,Test
9608,403071222_74314314294_45689,0,Test
9609,403103128_15646846427_933216,0,Test
9610,40310471_39305138803_194510,0,Test
9611,403108371_93039483473_333781,0,Test
9612,403142184_32794742986_570700,1,Test
9613,403214901_77659422661_17199,0,Test
9614,403338788_57611592605_989632,1,Test
9615,403356165_84427410191_928000,1,Test
9616,403407521_36770789325_665721,0,Test
9617,403452558_98341856880_319842,1,Test
9618,403547150_61374060894_856566,0,Test
9619,403617696_6575533206_291526,0,Test
9620,403653881_28546348274_491401,0,Test
9621,403654331_81815150534_380741,0,Test
9622,4036862_55752290566_240717,0,Test
9623,403688178_159607959_79439,1,Test
9624,40369564_40101682850_311847,1,Test
