visit_id,client_id,Variation,task_time_seconds,task_time_minutes
345888059_76041105022_534817,3872726,Test,841.0,14.016666666666667
345890815_60106923592_761615,3962151,Control,84.0,1.4
345898266_5329297144_266723,3690840,Control,178.0,2.966666666666667
345898432_92858890247_454533,1927568,Test,142.0,2.3666666666666667
345908355_216000121_239873,7382665,Control,170.0,2.8333333333333335
345909146_92457356080_510063,8370988,Test,528.0,8.8
345939933_61905800074_542070,9832488,Test,150.0,2.5
346041436_70597496259_165844,1747803,Control,925.0,15.416666666666666
346080225_71678098908_961737,8161011,Control,323.0,5.383333333333334
346139588_61229394035_928920,3412220,Test,615.0,10.25
346225150_996550081_94231,4747167,Test,823.0,13.716666666666667
34627883_64816086135_31703,6337595,Test,618.0,10.3
346406105_2845956217_396352,7510784,Test,504.0,8.4
34657412_46535842572_283513,1967086,Control,287.0,4.783333333333333
34664483_61529593129_329026,6046670,Control,1325.0,22.083333333333332
346647516_11453033472_524494,6043145,Test,310.0,5.166666666666667
346696835_22910155750_258883,3794155,Control,223.0,3.716666666666667
346704744_13381461963_69092,6740819,Control,215.0,3.5833333333333335
346711277_50111446916_455255,9648932,Test,147.0,2.45
346774177_90215613516_336288,1072983,Control,150.0,2.5
346787584_95335618377_787287,734963,Test,548.0,9.133333333333333
346804361_25177846495_841715,6982295,Test,273.0,4.55
346815839_49285279826_619199,509310,Control,130.0,2.1666666666666665
3468863_29041139179_841038,3699379,Test,181.0,3.0166666666666666
346897980_2061698720_343164,3760829,Test,540.0,9.0
346946376_14263829808_227230,8510278,Test,2108.0,35.13333333333333
346980922_22536041130_768244,4889645,Test,267.0,4.45
346981136_93704616156_415234,1236186,Test,216.0,3.6
347061362_31255125395_990741,5526223,Test,728.0,12.133333333333333
347070686_67057520370_626671,1950811,Control,170.0,2.8333333333333335
347083307_26576414866_871836,2726231,Control,99.0,1.65
347105618_26019922003_358768,9444890,Control,420.0,7.0
347244621_24874756042_593540,6795578,Control,389.0,6.483333333333333
347279350_73704901211_734584,2060162,Test,1456.0,24.266666666666666
347359354_56969062869_489965,5191385,Test,83.0,1.3833333333333333
347373910_31934428101_906888,1174625,Test,920.0,15.333333333333334
347387482_11608274605_638437,2779383,Control,899.0,14.983333333333333
347388018_21478390444_795274,3725247,Control,919.0,15.316666666666666
347444627_41781175040_668981,1015395,Control,126.0,2.1
347497221_75599348919_384403,2863786,Control,260.0,4.333333333333333
347501644_86697596994_573305,7711967,Control,190.0,3.1666666666666665
347519570_47706104613_959859,3288356,Test,184.0,3.066666666666667
347521035_69339930227_743041,4490765,Control,582.0,9.7
347589007_24996797562_488458,1879188,Test,319.0,5.316666666666666
347625699_80403383469_391086,8467959,Test,360.0,6.0
347633554_674887670_174436,5184243,Test,331.0,5.516666666666667
347683680_46114969042_761309,2418324,Test,737.0,12.283333333333333
347688675_48332448013_755599,7521207,Test,553.0,9.216666666666667
347792305_72083135188_390541,5644149,Control,100.0,1.6666666666666667
347842812_24895778229_164317,395988,Control,471.0,7.85
34786515_38200996275_949822,9956954,Test,304.0,5.066666666666666
347889762_20001988145_790326,7505356,Test,914.0,15.233333333333333
347975047_26085543487_579133,1976026,Control,172.0,2.8666666666666667
347996269_54410626403_737211,7193885,Control,759.0,12.65
347998134_15168753078_622586,799810,Test,151.0,2.5166666666666666
348012145_65062909096_703483,8745688,Test,260.0,4.333333333333333
348055288_50474846063_31220,4408287,Test,1795.0,29.916666666666668
348056984_13120423480_658588,9778475,Test,321.0,5.35
348121985_47203052842_941738,5919500,Control,283.0,4.716666666666667
348142521_4480176398_8162,8425867,Test,158.0,2.6333333333333333
348213450_27222374176_521697,4894515,Control,189.0,3.15
348215073_13020950068_965020,5871387,Control,343.0,5.716666666666667
348219454_71717792915_326837,7886203,Control,636.0,10.6
348413069_41630385176_678482,6703708,Control,119.0,1.9833333333333334
348558246_46485636873_903303,5802843,Test,982.0,16.366666666666667
348571577_83411733357_929130,9534176,Control,157.0,2.6166666666666667
348717948_95561905940_371762,2714945,Control,143.0,2.3833333333333333
348738710_89824572089_139763,3016724,Control,507.0,8.45
348783893_51973922821_340544,9489462,Test,221.0,3.683333333333333
348793767_58352611288_451530,6583380,Control,331.0,5.516666666666667
348853431_22946453692_731764,7295752,Control,256.0,4.266666666666667
348872285_36930958292_511297,4932993,Test,316.0,5.266666666666667
348984900_1737783932_657554,6670634,Test,93.0,1.55
349007159_93016340505_649348,2918665,Control,123.0,2.05
34904341_15319642508_393007,7158440,Control,545.0,9.083333333333334
349124978_17999128853_686463,6626147,Test,190.0,3.1666666666666665
349179577_88330688620_434777,3657729,Test,126.0,2.1
349196404_93320525483_584146,9845705,Test,176.0,2.933333333333333
349281718_91334072933_643214,2386141,Control,273.0,4.55
349360315_59765060603_258061,4454345,Control,152.0,2.533333333333333
349380245_11909249315_105684,2826504,Test,1046.0,17.433333333333334
349415620_41066270229_894219,9966028,Test,135.0,2.25
349446239_29952915771_9421,5872128,Test,637.0,10.616666666666667
34945423_30587900837_182709,5622776,Control,531.0,8.85
349557423_55074403854_519061,8616361,Test,69.0,1.15
349561150_66722302598_10005,4001333,Test,74.0,1.2333333333333334
349580556_66163290156_818339,660556,Test,247.0,4.116666666666666
349599811_97544344719_391874,2319928,Test,409.0,6.816666666666666
349605997_77339711517_522643,7588400,Control,341.0,5.683333333333334
349711519_98764888792_801658,2638214,Control,709.0,11.816666666666666
34974285_12103220690_665468,6754992,Control,401.0,6.683333333333334
349751288_4626234488_7147,8163068,Control,462.0,7.7
34978915_42156609063_554388,1386851,Test,303.0,5.05
349834644_29083324008_291184,5910645,Control,1053.0,17.55
349888517_48712797665_394971,7627270,Test,664.0,11.066666666666666
349935399_88710905043_774804,8232713,Test,108.0,1.8
349988140_7197765177_7956,9902742,Control,281.0,4.683333333333334
350011645_83263819634_244064,5395227,Test,774.0,12.9
350084372_70297512036_364393,985843,Control,158.0,2.6333333333333333
35008741_62533061525_261132,458225,Test,174.0,2.9
350145189_31762215938_35820,3356526,Test,184.0,3.066666666666667
350157056_77428126815_999939,7851919,Control,109.0,1.8166666666666667
350176316_40282408741_24711,1897278,Control,245.0,4.083333333333333
350267619_21550226425_395536,8762335,Control,390.0,6.5
350403456_79893938385_124208,1430829,Control,941.0,15.683333333333334
350491_83855711132_657678,3210525,Control,196.0,3.2666666666666666
350496278_61882411629_181138,2177970,Control,270.0,4.5
350621854_31029914161_261038,6114049,Control,1279.0,21.316666666666666
350636612_7150043734_637510,2599844,Control,299.0,4.983333333333333
350641159_77926513744_562106,4311764,Control,508.0,8.466666666666667
350694495_61137452214_850554,1644839,Test,175.0,2.9166666666666665
350733755_16026995461_114982,9665019,Test,162.0,2.7
350777929_35520979877_9517,3278968,Test,306.0,5.1
350778298_44302826828_207333,9591005,Control,341.0,5.683333333333334
350795624_41168235595_956007,985546,Control,388.0,6.466666666666667
350799351_87306069775_851914,7287000,Test,2121.0,35.35
350845503_27190691701_626047,8597482,Test,658.0,10.966666666666667
35087305_99137356750_198715,9979091,Test,257.0,4.283333333333333
350890342_27347294113_447463,8953118,Test,394.0,6.566666666666666
350901449_10200183283_361465,9292933,Test,518.0,8.633333333333333
350914318_99576228723_693856,6205531,Test,287.0,4.783333333333333
350920028_29880335442_367611,3831232,Test,864.0,14.4
350932019_50817423769_25889,9273414,Control,422.0,7.033333333333333
350943611_99775113226_154481,447439,Control,244.0,4.066666666666666
3509723_4659529918_334195,2644510,Test,1223.0,20.383333333333333
350984739_39937946299_215065,2161378,Control,268.0,4.466666666666667
351058568_47504437027_960642,1458726,Test,203.0,3.3833333333333333
351069916_76348589122_90609,8093717,Test,393.0,6.55
351139493_12485984169_160621,3404682,Control,330.0,5.5
351151902_51362546457_538383,8662870,Test,110.0,1.8333333333333333
351152697_13248565690_592203,2104456,Control,361.0,6.016666666666667
351166162_62635390948_272338,5702987,Test,151.0,2.5166666666666666
351187180_61961363098_493148,8368263,Test,1734.0,28.9
351207146_29108667286_318623,7026862,Control,345.0,5.75
351218291_78737449550_874219,6229378,Test,112.0,1.8666666666666667
351224342_76031722810_338125,7327373,Test,422.0,7.033333333333333
351352914_66129137381_41934,7376571,Test,318.0,5.3
351406103_18408232028_728304,396523,Control,132.0,2.2
351407657_75729690054_549869,6281865,Test,500.0,8.333333333333334
351444433_49073302132_618599,99811,Control,343.0,5.716666666666667
351646059_1799675719_274968,9373489,Control,880.0,14.666666666666666
351704523_74575917273_468274,5229511,Control,205.0,3.4166666666666665
351751323_19475060351_991688,7477915,Control,764.0,12.733333333333333
351843449_88266156526_239354,4862941,Test,153.0,2.55
3519183_12338577259_420972,9456668,Test,181.0,3.0166666666666666
351918428_86519231187_357416,8276422,Control,465.0,7.75
351930345_85729781146_865860,1553394,Test,157.0,2.6166666666666667
35200027_22573431500_742238,3045158,Control,916.0,15.266666666666667
352004592_32875349042_71207,8627270,Test,176.0,2.933333333333333
352004645_21383056334_454540,1203260,Test,348.0,5.8
35202201_47428308835_373945,3647758,Control,626.0,10.433333333333334
35204672_47609050473_827481,1444905,Test,317.0,5.283333333333333
352057156_81003485376_544740,6634454,Test,216.0,3.6
352095845_17746923287_265054,8355598,Control,591.0,9.85
35209836_89725896952_113341,7079712,Test,1366.0,22.766666666666666
352102276_23070729400_51787,3650185,Control,181.0,3.0166666666666666
352141022_27332817033_183696,5672749,Test,626.0,10.433333333333334
352154167_1581594721_870135,6553647,Test,247.0,4.116666666666666
352155596_32378858098_777349,8048009,Test,158.0,2.6333333333333333
352265446_41756415866_685362,6131718,Test,658.0,10.966666666666667
352266633_13070259654_745948,8794261,Control,272.0,4.533333333333333
352298861_6725074191_195782,5375958,Test,161.0,2.683333333333333
352303819_97189818234_253703,3214191,Test,641.0,10.683333333333334
352432614_83826885018_478680,4522579,Test,150.0,2.5
352450011_14673831564_929737,1001101,Test,262.0,4.366666666666666
352463521_37963551006_98740,4264493,Control,138.0,2.3
352564163_94771429904_858002,1410032,Control,392.0,6.533333333333333
352589177_80900779812_976234,6208963,Test,651.0,10.85
352646053_23640560450_913661,4743603,Test,627.0,10.45
35275470_8558998249_587988,4385285,Test,174.0,2.9
352755426_66578079181_601283,9651254,Control,373.0,6.216666666666667
352759394_96175921993_936465,1704336,Control,338.0,5.633333333333334
35276108_11482970048_491761,298708,Test,514.0,8.566666666666666
352789687_94791145087_118399,9764177,Control,439.0,7.316666666666666
352804132_90202555790_332272,4336716,Test,110.0,1.8333333333333333
352829091_48492601498_655096,274798,Control,141.0,2.35
35288073_34267165122_360051,5440423,Test,1363.0,22.716666666666665
352880766_9805344093_229724,839585,Control,183.0,3.05
352915240_49136236079_69064,6565725,Control,352.0,5.866666666666666
352985032_79732551350_701309,9740374,Control,234.0,3.9
353018366_32809439642_488152,3338090,Control,217.0,3.6166666666666667
353074137_18589405513_80387,9068935,Test,241.0,4.016666666666667
353117490_81435001052_592143,7690452,Test,157.0,2.6166666666666667
353221466_14998988450_155701,1364580,Test,716.0,11.933333333333334
353244492_61953698324_96897,7388571,Control,218.0,3.6333333333333333
353259958_85723438927_243774,5617700,Test,905.0,15.083333333333334
353271930_61798450732_431934,4026126,Control,116.0,1.9333333333333333
35329399_54534707032_661132,404861,Control,342.0,5.7
353313609_18296320768_177285,5768111,Test,492.0,8.2
353323943_12954806578_290845,3732770,Control,394.0,6.566666666666666
353329246_7736081656_448052,5210423,Control,88.0,1.4666666666666666
353453162_83541630392_312536,6901150,Control,135.0,2.25
35348123_41069171897_153493,664982,Test,368.0,6.133333333333334
353488244_54058049914_170073,783823,Test,355.0,5.916666666666667
353510218_27129542086_509664,1346743,Control,1096.0,18.266666666666666
353542669_2973237155_468577,8204634,Control,217.0,3.6166666666666667
353599818_83132903831_916274,8927733,Control,467.0,7.783333333333333
353683085_82881264671_340960,3572,Test,255.0,4.25
35370473_30059651658_867402,4890753,Control,129.0,2.15
353707041_69129474907_695883,7470775,Control,358.0,5.966666666666667
353730180_23889192802_673068,6049084,Control,107.0,1.7833333333333334
353763102_97166822644_705506,2612801,Test,134.0,2.2333333333333334
353798403_76690133741_271948,8815206,Control,272.0,4.533333333333333
353805253_66456552159_341995,3649658,Control,197.0,3.283333333333333
353809363_96052968448_149111,8438132,Test,213.0,3.55
353821716_22785223819_670502,146072,Test,1309.0,21.816666666666666
353857376_40119119928_914518,6748736,Control,332.0,5.533333333333333
353857472_45406448994_497408,1601079,Control,395.0,6.583333333333333
353907984_99319787043_591785,1238090,Control,73.0,1.2166666666666666
353944108_23966878834_921840,8826419,Control,1046.0,17.433333333333334
353971698_56174397781_764398,4024034,Control,437.0,7.283333333333333
354075121_61904145566_675256,221092,Test,265.0,4.416666666666667
354077622_2749315995_986979,7000554,Test,235.0,3.9166666666666665
354106316_25273084258_726647,5377248,Control,201.0,3.35
354157505_76806590324_960208,5731006,Test,1302.0,21.7
354204282_37996922929_56928,8110370,Test,238.0,3.966666666666667
354225480_47053098871_20149,5952798,Test,1134.0,18.9
354238189_88646361307_596108,7715876,Test,1218.0,20.3
354294094_17842087374_900846,9459281,Control,132.0,2.2
354316841_82041677099_609530,7957596,Test,224.0,3.7333333333333334
354322117_94963912770_206482,8093151,Control,108.0,1.8
35439850_53736489232_822492,6631740,Control,109.0,1.8166666666666667
354405085_15916388998_236883,7665903,Test,221.0,3.683333333333333
354409056_2855597172_286003,62805,Test,258.0,4.3
354417302_3940748155_240225,5034090,Control,687.0,11.45
354489891_43348105929_726243,6052127,Test,228.0,3.8
354538403_79830652910_690942,4129973,Test,378.0,6.3
354629142_78515999389_923593,1754536,Control,776.0,12.933333333333334
35467031_18578833787_65778,2424440,Control,326.0,5.433333333333334
354738736_98626604051_273278,4719244,Test,7138.0,118.96666666666667
354742868_14188466242_357677,7884023,Test,292.0,4.866666666666666
354744608_11422292951_287481,3134144,Test,411.0,6.85
354766474_50539223718_509726,693757,Control,208.0,3.466666666666667
35484370_50978457447_625627,7294595,Control,1003.0,16.716666666666665
354990727_77019933371_980663,755807,Control,298.0,4.966666666666667
355029067_56123230680_689009,7529460,Control,662.0,11.033333333333333
355135737_46317454829_788747,842319,Test,315.0,5.25
355143124_2934106088_543423,9811932,Test,1256.0,20.933333333333334
355152270_15285337261_189657,5334349,Control,308.0,5.133333333333334
355218564_78621066558_902172,7567972,Control,265.0,4.416666666666667
355319563_99835668822_431494,8853128,Control,351.0,5.85
35535067_53862598264_732337,8751629,Test,325.0,5.416666666666667
355402427_19757987153_323125,7429878,Test,487.0,8.116666666666667
355444413_16568406116_592862,4329407,Control,195.0,3.25
355447570_36032583511_138187,5016208,Control,832.0,13.866666666666667
355488748_17037504430_410667,6980497,Test,202.0,3.3666666666666667
355489667_69207323501_593556,2556428,Test,360.0,6.0
355490268_360552495_9713,2934738,Test,1151.0,19.183333333333334
35551977_67614529641_486716,1477466,Test,453.0,7.55
355543421_52311682366_653775,8297953,Test,454.0,7.566666666666666
355764151_58028736740_653584,5581699,Control,267.0,4.45
355818787_37680482398_129387,5364720,Control,399.0,6.65
355820138_98503803775_543291,1725207,Control,1924.0,32.06666666666667
355908390_79019801077_719703,1060169,Test,116.0,1.9333333333333333
355925436_11252723300_146691,5091469,Test,184.0,3.066666666666667
355964055_52928618442_679487,1188165,Test,114.0,1.9
355977681_69891973961_272762,4453506,Test,201.0,3.35
355983940_18001265224_560115,8122369,Test,359.0,5.983333333333333
356038213_67606906192_673976,9750214,Control,280.0,4.666666666666667
356091979_3496462035_419562,5677350,Control,138.0,2.3
356125421_70574800077_237445,3705725,Test,170.0,2.8333333333333335
356133421_57053226568_760750,9581688,Test,149.0,2.4833333333333334
356153764_52301207130_610708,6847142,Test,784.0,13.066666666666666
35616659_47743418737_279834,1827310,Test,108.0,1.8
356202981_34738598831_981696,719719,Control,155.0,2.5833333333333335
356214136_79246943927_917871,1552420,Control,79.0,1.3166666666666667
356295718_38264379239_201763,2045712,Test,150.0,2.5
356318888_1777310060_69653,3816563,Test,57.0,0.95
356416223_39725523269_57303,8375478,Test,1224.0,20.4
35644574_38523760790_371771,8512863,Control,557.0,9.283333333333333
35644824_51930125942_103191,7651296,Control,228.0,3.8
356452580_35422619654_424371,410298,Test,75.0,1.25
356455542_96664608274_15219,3639936,Test,71.0,1.1833333333333333
356478324_63010266833_437123,942896,Test,878.0,14.633333333333333
356508072_340498291_292785,5674698,Control,450.0,7.5
356511108_32913173972_563401,8076000,Test,138.0,2.3
356523434_88498475087_735286,6058720,Test,203.0,3.3833333333333333
356566159_41005423248_44650,7068614,Control,648.0,10.8
356606689_7582534379_941392,8431794,Control,165.0,2.75
356660535_23965988132_681925,3754595,Test,126.0,2.1
356684811_10095552541_391625,4894259,Test,302.0,5.033333333333333
356699907_86952637271_422460,9281679,Control,503.0,8.383333333333333
356714211_29747757662_156297,4699965,Control,371.0,6.183333333333334
356757203_23671253451_87044,7600180,Control,322.0,5.366666666666666
356814276_44707763967_41355,786535,Test,614.0,10.233333333333333
356890978_87409523991_553008,2083525,Test,283.0,4.716666666666667
356899257_22584833435_987124,6261966,Control,169.0,2.816666666666667
356929972_93471655668_464435,1183539,Test,337.0,5.616666666666666
356953590_33133277198_73904,6398341,Control,212.0,3.533333333333333
356974349_19248569280_574260,6947960,Test,687.0,11.45
357029931_93607046031_753116,8955406,Control,332.0,5.533333333333333
357076683_39188151041_136812,6027107,Control,780.0,13.0
357082828_31294192192_603337,5596278,Control,139.0,2.316666666666667
35724644_51525388094_970317,870600,Test,87.0,1.45
357297030_26215144345_679774,5142996,Test,150.0,2.5
357341519_85779051467_813624,306459,Test,217.0,3.6166666666666667
35737159_80914152288_44477,2514528,Test,99.0,1.65
357410654_14739790218_4348,7814849,Test,558.0,9.3
357459277_63176493361_86485,1244379,Control,267.0,4.45
357525088_85194141270_206989,550126,Test,380.0,6.333333333333333
357541706_69664664002_416847,215411,Test,611.0,10.183333333333334
357544056_55648882267_602993,2314843,Test,1007.0,16.783333333333335
357636897_7485322307_665186,7091082,Test,156.0,2.6
357656505_46119449447_865383,5337249,Test,150.0,2.5
357712611_64009521863_877579,58676,Control,359.0,5.983333333333333
357755378_12740063054_824864,504980,Test,162.0,2.7
357776345_96311345574_94330,1668573,Test,119.0,1.9833333333333334
357884880_17692770209_305064,6142623,Control,474.0,7.9
357889830_85136440749_463136,1658340,Control,228.0,3.8
357925738_31126096494_85647,9498438,Test,991.0,16.516666666666666
358030890_67557125700_128831,8904677,Test,216.0,3.6
35803662_36019137577_142023,4108295,Test,234.0,3.9
358057279_60780059839_343282,1963938,Test,130.0,2.1666666666666665
358113257_90011080356_298539,8649939,Test,312.0,5.2
358133273_41710524895_22101,6545023,Test,350.0,5.833333333333333
358145410_97849180539_988312,302069,Control,137.0,2.283333333333333
358217364_97456490647_825280,6223007,Control,199.0,3.316666666666667
358233029_88282892729_637986,430812,Control,304.0,5.066666666666666
358249542_8158293323_734507,2668250,Test,261.0,4.35
358276665_47068759692_482409,1374023,Test,246.0,4.1
358332976_29997244592_663778,7632853,Control,215.0,3.5833333333333335
358389576_51100173121_657237,7879141,Control,135.0,2.25
358527491_65102152583_657145,1571508,Control,385.0,6.416666666666667
358580585_79657723958_556795,1271683,Test,200.0,3.3333333333333335
358688860_78936517040_61805,63507,Test,230.0,3.8333333333333335
358805027_42006168219_748019,2217905,Test,102.0,1.7
358856483_55753493354_752299,3709151,Control,436.0,7.266666666666667
358895965_39024274268_915886,6956977,Test,3456.0,57.6
358929449_70627535671_896124,7323610,Control,679.0,11.316666666666666
35893746_1866648454_249871,7825280,Test,185.0,3.0833333333333335
359079053_15212708117_163185,5396631,Control,258.0,4.3
359149825_22484728940_160805,7829568,Test,294.0,4.9
359159730_95870126122_700282,8849704,Control,256.0,4.266666666666667
359177221_27058263507_734185,4224754,Test,372.0,6.2
359199946_3476996078_572241,2544329,Test,256.0,4.266666666666667
359274017_47377450535_324766,1360607,Control,563.0,9.383333333333333
359299398_28975043574_146875,4785074,Test,299.0,4.983333333333333
359307871_67005531407_59842,5829248,Control,174.0,2.9
359458859_1349637991_502304,2007508,Test,458.0,7.633333333333334
359522562_65816297663_79768,4365679,Test,4015.0,66.91666666666667
359541395_31485134577_683747,8827639,Control,147.0,2.45
359583270_14337790897_693156,4766116,Test,281.0,4.683333333333334
359616728_43317447184_829312,9620668,Test,185.0,3.0833333333333335
359736234_52122079157_67245,128230,Test,2738.0,45.63333333333333
35974132_31175629960_186194,6800328,Test,181.0,3.0166666666666666
359746456_89609879012_486826,9161222,Control,2155.0,35.916666666666664
359751625_68247057638_409443,1008407,Control,274.0,4.566666666666666
359761976_67576249901_863936,1134427,Control,199.0,3.316666666666667
359797096_72415074971_421984,602591,Control,199.0,3.316666666666667
359811686_27561252258_483566,6060991,Control,308.0,5.133333333333334
359825882_25520068783_361335,7892646,Test,98.0,1.6333333333333333
359827189_4742001140_713845,7334704,Test,790.0,13.166666666666666
359962610_4869808467_911349,9784340,Test,461.0,7.683333333333334
359971597_832474441_982262,9379616,Test,1198.0,19.966666666666665
359997645_25493492236_716861,1259407,Test,128.0,2.1333333333333333
360015358_97139565583_288765,5624954,Test,119.0,1.9833333333333334
36002386_90045605507_151505,9577560,Test,95.0,1.5833333333333333
360054872_1707171834_987269,7758476,Control,520.0,8.666666666666666
360078472_77050341008_616985,1186194,Test,109.0,1.8166666666666667
360144502_79881881541_907043,5942983,Control,289.0,4.816666666666666
360161284_82201565582_905490,8191168,Test,373.0,6.216666666666667
360164997_48981108797_899671,1870340,Control,1266.0,21.1
360226158_54904116091_701160,6233008,Control,286.0,4.766666666666667
360228897_18157155857_556182,2512075,Control,486.0,8.1
360296415_44098914709_336684,8902017,Test,755.0,12.583333333333334
360366976_29514109772_557174,8610616,Control,1650.0,27.5
360385858_27768060113_883661,373345,Test,118.0,1.9666666666666666
360411936_93314924398_519265,6768081,Control,212.0,3.533333333333333
360421983_57729154709_464542,1230774,Test,544.0,9.066666666666666
360423458_76148687755_889308,3786111,Control,109.0,1.8166666666666667
360438255_71146353633_321935,2103635,Control,119.0,1.9833333333333334
36048048_91760443409_883631,3353806,Test,376.0,6.266666666666667
360504923_18359208025_167944,9402268,Control,361.0,6.016666666666667
360551826_36496079186_371602,5421524,Test,798.0,13.3
360566042_44964118103_913347,9494972,Control,202.0,3.3666666666666667
360604991_3580305203_190757,6183002,Test,255.0,4.25
360651308_72710101697_936695,2538680,Test,176.0,2.933333333333333
360681887_46487548741_516418,5960932,Control,173.0,2.8833333333333333
360697370_33974601349_606849,8380079,Test,157.0,2.6166666666666667
360701806_1465088580_647268,5884191,Test,508.0,8.466666666666667
360774907_86127706772_60027,4673510,Test,798.0,13.3
360796876_81607418828_68004,4381389,Test,225.0,3.75
360797126_26661379726_949978,4270889,Test,164.0,2.7333333333333334
36088627_72619267140_751123,1607366,Test,471.0,7.85
360916128_1421706932_661823,2337961,Control,134.0,2.2333333333333334
36092209_19584568598_332242,2674901,Control,251.0,4.183333333333334
360987859_30233654609_928854,6674079,Control,1130.0,18.833333333333332
361022170_89292030076_893941,3423318,Control,197.0,3.283333333333333
361071672_39967791127_671022,5291697,Test,368.0,6.133333333333334
361077964_73259904184_190415,694911,Control,181.0,3.0166666666666666
361079260_72133443837_749134,7273049,Test,308.0,5.133333333333334
361087046_84224203215_247083,2849825,Test,954.0,15.9
361120539_31408394371_140377,672827,Control,197.0,3.283333333333333
361131527_93212007354_591514,3841270,Control,262.0,4.366666666666666
361141838_12238207558_96714,2460796,Test,137.0,2.283333333333333
361188663_49223353662_507258,588240,Control,2097.0,34.95
36119807_93638247434_782106,7655826,Test,213.0,3.55
361216722_45037688753_774330,6526701,Control,257.0,4.283333333333333
361338554_31390176714_257013,5298449,Test,270.0,4.5
361396973_11667537159_703197,2692189,Control,159.0,2.65
36140723_16948757540_528073,9551824,Test,73.0,1.2166666666666666
36140743_8336766245_636783,7723,Test,311.0,5.183333333333334
361434257_88651458874_606996,5600574,Control,119.0,1.9833333333333334
361502999_97665495096_441744,1600544,Control,661.0,11.016666666666667
361550674_21122717373_296182,3787718,Test,256.0,4.266666666666667
361583218_69471452247_531375,8822346,Test,138.0,2.3
361613680_99563512477_633066,5062431,Test,913.0,15.216666666666667
361626684_85471852757_804347,8986740,Test,218.0,3.6333333333333333
361627588_17511106607_541643,9305373,Test,57.0,0.95
361630417_28622284552_905335,8205765,Test,211.0,3.5166666666666666
361641116_27405962239_730278,8067039,Control,256.0,4.266666666666667
361687811_14001923004_869937,1131564,Test,817.0,13.616666666666667
361738961_46054047372_450894,9659656,Test,386.0,6.433333333333334
36174238_98871364034_584735,4835403,Control,247.0,4.116666666666666
36174517_75332236475_211946,6637097,Test,179.0,2.9833333333333334
361756739_25784135240_542923,3302485,Test,454.0,7.566666666666666
361799601_55735844367_905930,1353432,Test,174.0,2.9
361895364_19589016370_857416,753017,Test,841.0,14.016666666666667
361896180_63152937541_479777,9964997,Test,115.0,1.9166666666666667
361956812_35822130107_210159,20537,Control,235.0,3.9166666666666665
361974532_49680420355_817916,7728491,Control,254.0,4.233333333333333
361976347_30238130075_205771,7926211,Test,166.0,2.7666666666666666
362010248_99017722146_993900,7705990,Test,162.0,2.7
362093320_6032712411_680823,5480007,Test,264.0,4.4
36217152_58201454372_880710,8377586,Test,182.0,3.033333333333333
362249650_35393249775_325397,2209237,Test,214.0,3.566666666666667
362298072_1190935547_260050,9267490,Test,710.0,11.833333333333334
362320198_85061744196_813190,6319245,Test,189.0,3.15
362320601_51521061403_267328,6199818,Control,271.0,4.516666666666667
362321190_25111612514_77940,1972845,Control,471.0,7.85
362340726_91496246548_690227,8705202,Control,90.0,1.5
362366573_20962928839_970540,8668342,Test,196.0,3.2666666666666666
36237674_7802115412_738223,1092660,Control,139.0,2.316666666666667
362410763_9678524873_539260,2844725,Control,217.0,3.6166666666666667
362421897_92493345814_470335,4158404,Control,242.0,4.033333333333333
362609460_6129480565_201291,6005174,Test,219.0,3.65
362641157_48862251286_256289,7143446,Test,197.0,3.283333333333333
36272849_53500471805_760418,6090963,Test,75.0,1.25
362732636_41509321364_280380,171096,Test,123.0,2.05
362742627_70375792199_328900,7388500,Test,395.0,6.583333333333333
362743856_34753638262_699692,1579308,Control,216.0,3.6
362811210_69850835665_201489,3233489,Control,147.0,2.45
36287688_66598212979_915500,6878953,Test,274.0,4.566666666666666
362882438_71047572506_865991,2448594,Test,322.0,5.366666666666666
36298318_78093722115_115871,1955672,Test,885.0,14.75
363020261_47974084624_592531,8447568,Test,184.0,3.066666666666667
363020632_36552025110_534352,2737884,Test,1497.0,24.95
363045601_97096011835_300684,4940402,Test,346.0,5.766666666666667
36307219_48941951476_580210,3700524,Test,547.0,9.116666666666667
363078609_52570872958_839856,6058524,Test,150.0,2.5
363080872_59460159843_284992,5300015,Control,244.0,4.066666666666666
363119852_59385131408_185366,8034861,Test,583.0,9.716666666666667
363169472_41607634926_408224,5866797,Control,509.0,8.483333333333333
36321636_28737761094_478177,715636,Test,93.0,1.55
363250194_67812872749_291191,2634263,Test,131.0,2.183333333333333
36326273_34105049778_150957,6577121,Test,105.0,1.75
363265613_28443166035_607714,4716105,Test,113.0,1.8833333333333333
363283659_55951730025_303102,1337947,Control,237.0,3.95
363328317_92226472155_913360,593969,Test,107.0,1.7833333333333334
363484883_26328068164_665098,8058029,Control,169.0,2.816666666666667
363533843_7416581366_559702,4632746,Test,144.0,2.4
363561323_1665887703_515355,3195151,Control,230.0,3.8333333333333335
363565649_34903609134_392547,8849456,Control,322.0,5.366666666666666
363600125_29893021750_368061,9866776,Test,194.0,3.2333333333333334
363633961_33045877826_104323,4922851,Test,106.0,1.7666666666666666
363688460_56519377352_994946,5705673,Control,269.0,4.483333333333333
363692685_21218590740_920095,2368241,Test,528.0,8.8
363706142_93841643312_110366,6756354,Control,249.0,4.15
